"","rep","real_sum","real_max","real_min","realC","realmean","mess_sum","mess_max","mess_min","messC","messMean","genNum","countryNum","refNum","ageNum","act2Count","act3Count","act4Count","act6Count","act7Count","act26Count","act27Count","activity","sessions","maxlevel","last","length"
"3786",0,0,0,0,0,0,0,0,0,0,0,2,124,27,73,0,0,0,0,0,0,0,0,16,3,5415620,5417767
"3787",1,0,0,0,0,0,38990.786479,14069.012063,0,15.739596,1884.081449,1.572807,124,69.431064,50.49942,0,20.278786,1.912602,0,0,2.376261,3.19088,48.788285,297.303893,3.616025,5427383.871244,6476154.540164
"3788",1,0,0,0,4.272915,0,0,0,0,0,0,1.78825,124,60.647846,58.211794,2.469449,4.010443,0.97932,0.478558,0,70.047458,7.309332,35.307418,32,8,5422576.113035,5407990.214061
"3789",0,0,0,0,0,0,3884760,467255,0,24,161865,1,124,2,0,4,0,12,0,0,0,16,32,16,1,5433717,6047433
"3790",1,116.591794,7.331648,0,12.49774,12.152271,0,0,0,0,0,2,124,18.626632,41.925401,0,0,0,0,0,0,0,0,25.530926,21.449521,5886918.8118,5991589.368428
"3791",0,0,0,0,0,0,0,0,0,0,0,2,1,76,49,0,0,8,4,0,8,16,36,16,1,5521159,6216739
"3792",1,0,0,0,0,0,0,0,0,0,0,2,124,32,39.273154,0,24.824927,0.651475,0,0,16.516869,7.486705,48.860862,23.890144,2.332015,5584784.576937,6522588.860686
"3793",0,0,0,0,0,0,0,0,0,0,0,1,41,76,25,56,76,16,0,8,0,24,180,640,4,5474436,6162010
"3794",1,0,0,0,0,0,0,0,0,0,0,1.057327,57.904209,62.828923,36.147478,0,0,0,0,0,0,0,0,32,4.614391,5639691.127864,5636239.616353
"3795",0,0,0,0,0,0,0,0,0,0,0,2,124,32,46,0,0,24,0,0,0,4,28,64,2,6325479,6028579
"3796",1,0,0,0,0,0,0,0,0,0,0,1.012178,50.578512,32.371703,37.520562,0,0,0,0,0,0,0,0,32,2.588373,5746314.302984,5675567.594992
"3797",0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,4,0,0,40,8,52,16,2,6348811,6031556
"3798",1,0,0,0,0,0,392924.664545,84633.735208,0,0.279228,37624.860769,2,2.891068,51.903034,32.897238,0.978898,0,0,3.672711,0,5.76983,3.143044,4.028319,16,4,5288147.282326,5440418.491447
"3799",0,0,0,0,0,0,0,0,0,0,0,2,1,7,23,0,0,0,0,0,0,0,0,32,1,5297348,5469958
"3800",0,0,0,0,0,0,0,0,0,0,0,2,89,7,17,8,0,16,4,0,8,80,116,16,1,6022141,5489324
"3801",0,0,0,0,0,0,0,0,0,0,0,1,1,7,23,0,0,0,0,0,0,0,0,16,1,6499537,6194213
"3802",1,0,0,0,0,0,0,0,0,0,0,1.434275,33.581595,67.703129,42.380027,0,0,0.915326,0,0,0,0,5.989525,16,3.976409,5582244.971163,5511814.644949
"3803",1,0,0,0,0,0,0,0,0,0,0,1.323356,124,61.571942,65.472509,16.798734,62.585295,24.309961,6.588011,0,3.592845,15.511818,111.886634,37.598857,4,5598167.312003,6024638.849063
"3804",1,0,0,0,0,0,8728.713279,263.296645,0,4.752562,765.142983,2,85.525403,27,33.517928,0,0,0,2.048833,0,1.14844,0.044301,16.189923,31.952879,4.945332,6042814.712175,5505582.715212
"3805",1,0,0,0,0,0,82324.945837,65.418463,0,140.523418,484.943092,1.889934,105.785435,5.883666,14.09024,4.275865,9.919178,4,0,0,11.533642,4.222638,40.327804,18.777806,4.948517,5923498.785951,6514269.492942
"3806",1,0,0,0,0,0,0,0,0,0,0,2,37.951253,49.623485,53.406086,0,0,3.406813,0,0,9.141146,2.238853,3.215833,63.357272,4.322114,5433930.442314,5478912.349588
"3807",1,0,0,0,0,0,67344.478277,1476.201581,0,57.723468,513.636229,1.048454,21.675982,7.369518,32.831354,15.746472,8.530445,4,0,0,8.470001,6.104077,42.547612,25.74309,7.561692,5920298.879511,6510292.901845
"3808",0,0,0,0,0,0,0,0,0,0,0,1,73,5,0,0,0,20,0,0,8,8,36,64,1,5285253,6220429
"3809",0,0,0,0,0,0,0,0,0,0,0,2,124,27,34,0,0,0,0,0,0,0,0,16,2,5450100,5205709
"3810",1,0,0,0,0,0,0,0,0,0,0,2,87.929019,56.666311,60.182697,0,0,0.159517,0,0,15.115118,0.422569,0.214141,27.203965,4.075102,5434879.433008,5479200.185654
"3811",0,0,0,0,0,0,0,0,0,0,0,2,26,37,66,0,0,0,0,0,0,0,0,80,3,5373258,5451523
"3812",0,0,0,0,0,0,0,0,0,0,0,2,1,6,28,0,0,0,0,0,0,0,0,16,1,5354287,5450606
"3813",0,0,0,0,0,0,0,0,0,0,0,1,77,7,19,0,0,0,0,0,32,4,36,16,1,6136755,6137547
"3814",1,0,0,0,0,0,2095859.905217,53878.792959,0,84.64008,11295.885466,1,75.32446,19.591932,8.838856,2.791953,4.707521,3.208758,0,0,11.019978,2.237818,29.60806,35.69765,5.920318,6293613.448434,6249407.04231
"3815",1,0,0,0,0,0,312651.425523,34205.570611,0,142.803837,18630.713707,1.027191,41.468992,24.441019,21.918171,14.981165,4.995874,14.589701,0,0,10.905752,20.711854,75.594164,27.21146,5.565751,6031133.021689,6376919.185815
"3816",0,0,0,0,0,0,0,0,0,0,0,2,41,5,0,4,0,4,0,0,44,48,100,16,4,5461925,5878018
"3817",1,0,0,0,1.557274,0,0,0,0,0,0,2,124,27,32.499759,35.423017,0,0,1.203092,0,18.23704,0.749561,30.436917,346.77216,4.938342,6044921.632773,5484884.233175
"3818",1,0,0,0,0,0,0,0,0,0,0,2,124,61.607319,49.473209,0,0,0,0,0,0,0,0,30.550631,4.463443,5346779.373828,5475265.400236
"3819",0,0,0,0,0,0,0,0,0,0,0,2,124,27,49,4,0,4,0,0,0,4,12,16,1,6519358,5980475
"3820",1,0,0,0,0,0,0,0,0,0,0,1.002483,96.73465,54.613025,49.084163,0,0,0,0,0,0,0,0,29.006766,5,5759070.560666,5711836.927736
"3821",0,0,0,0,0,0,0,0,0,0,0,2,106,76,13,0,0,4,0,0,12,4,20,192,2,5375906,5455229
"3822",0,0,0,0,0,0,0,0,0,0,0,1,106,76,0,0,0,4,0,0,0,16,20,16,2,6151896,6151937
"3823",0,0,0,0,0,0,0,0,0,0,0,2,124,32,71,0,0,0,0,0,0,0,0,16,1,5236727,5391382
"3824",1,0,0,0,0,0,0,0,0,0,0,2,124,68.074527,52.652293,0,0,0.854632,0,0,12.330918,1.482272,0.9291,26.062011,5.247401,5418862.620809,5476846.517721
"3825",0,0,0,0,0,0,0,0,0,0,0,2,124,27,48,8,4,16,4,4,8,8,52,16,4,5343344,5478152
"3826",1,0,0,0,0,0,0,0,0,0,0,2,32.696781,19.620324,35.855385,0,0,6.454151,0,0,0,0,6.033769,347.903136,3,5475725.022157,5493270.519321
"3827",0,0,0,0,0,0,0,0,0,0,0,1,78,7,21,0,0,0,0,0,0,0,0,16,1,5375220,5414042
"3828",1,0,0,0,0,0,1236057.089364,427017.867208,0,19.913445,241991.271217,1.667716,65.466016,35.733974,52.598169,31.745096,6.012014,9.015623,0,0,6.936935,0.885666,52.022193,220.638332,4.257036,5611529.554477,6338487.398661
"3829",0,0,0,0,0,0,0,0,0,0,0,2,41,8,0,4,4,4,0,0,16,8,36,16,1,5449080,5319690
"3830",0,0,0,0,0,0,0,0,0,0,0,1,106,76,31,0,0,0,0,0,0,0,0,128,3,6001459,5486583
"3831",1,0,0,0,0,0,105533.57075,11990.549255,0,16,8168.943869,2,29.740529,51.963047,53.436008,20.036833,0,1.862393,7.37319,0,5.799589,3.973232,34.907011,55.44649,5.693013,6272729.154834,5849300.746729
"3832",1,0,0,0,0,0,0,0,0,0,0,2,102.750708,71.897545,25.217279,0,0,6.267261,0,0,7.579014,1.842881,15.446496,16,3.005039,5521683.896466,5480778.964945
"3833",1,0,0,0,3.418367,0,0,0,0,0,0,2,124,27,40.166257,14.775207,0,0,0.599932,0,13.274028,0.889149,45.569402,402.237068,5,5946861.288837,5550102.260318
"3834",1,92.137922,6.805779,0,11.986811,6.855182,0,0,0,0,0,2,113.850459,19.766858,55.251897,11.144155,29109.011868,0,1.72925,0,4.171454,4.981938,67636.838931,24.30095,16.317019,6477015.869144,5982139.23032
"3835",1,0,0,0,0,0,164903.153467,2344.912897,0,16.346781,1915.75011,1,74.417367,31.023958,14.479444,1.155668,1.079736,56.221709,11.522005,0,2.901533,3.281818,73.87148,241.624004,4.190517,5395529.527225,6120978.698875
"3836",1,0,0,0,0,0,0,0,0,0,0,1,14.282457,67,51.563332,0,0,0,0,0,0,0,0,21.362114,3.785529,5578482.085878,5577199.368416
"3837",0,0,0,0,0,0,0,0,0,0,0,1,106,7,14,0,0,0,0,0,0,0,0,64,1,5467852,5372120
"3838",0,0,0,0,0,0,0,0,0,0,0,1,120,7,47,0,32,0,0,0,36,16,84,48,1,5957308,6532415
"3839",0,0,0,0,0,0,0,0,0,0,0,1,1,7,17,0,0,0,0,0,0,0,0,64,1,5396841,5468229
"3840",1,0,0,0,0,0,11948.498883,193.590251,0,15.948903,568.547358,1.145069,1,30.309216,44.167388,3.84655,0,10.943908,7.453108,0,41.10843,7.67592,22.619261,37.47184,5,5889061.683001,5487583.345898
"3841",1,0,0,0,0,0,0,0,0,0,0,1.046468,10.25064,60.662282,60.828945,0,0,0,0,0,0,0,0,39.349353,5,5457247.854767,5509240.947852
"3842",0,0,0,0,0,0,0,0,0,0,0,1,120,6,0,16,0,0,0,8,0,0,24,64,2,5684498,6151823
"3843",0,0,0,0,0,0,0,0,0,0,0,2,106,7,18,0,0,48,0,0,4,16,68,16,1,5560435,5560886
"3844",1,0,0,0,0,0,937817.380945,268147.507172,0,97.973986,21467.416758,1.17127,65.151732,2.846411,15.438556,13.599409,8.585675,6.364888,0,0,16.885783,6.304798,95.896664,32,2.262922,5919319.212287,6511492.768595
"3845",1,0,0,0,0,0,0,0,0,0,0,2,11.072995,19.958269,52.677264,0,0,14.948408,0,0,6.328456,0,33.722633,79.614832,4.363046,5404430.068122,5478719.265892
"3846",0,0,0,0,0,0,0,0,0,0,0,1,73,7,19,0,0,0,0,0,0,0,0,16,1,5403034,5470747
"3847",1,0,0,0,0,0,0,0,0,0,0,2,124,40.472867,52.294161,0,0,0,0.438346,0,0,0,0.86276,45.126066,7.480944,5334009.269481,5475375.277406
"3848",0,0,0,0,0,0,0,0,0,0,0,1,17,7,17,0,0,0,0,0,0,0,0,16,1,5564670,5564701
"3849",1,0,0,0,3.005145,0,12406.235194,345.330373,0,6.056221,149.846896,2,54.519216,27,45.182102,0.004267,0,0,5.618981,0,23.232008,10.870238,75.000347,459.900101,5,6041202.85528,5494533.840382
"3850",0,0,0,0,0,0,0,0,0,0,0,1,106,7,19,0,0,0,0,0,0,0,0,32,2,5495264,5369556
"3851",1,0,0,0,0,0,349462.76474,61007.642999,0,162.917589,32013.187901,1.925636,90.341669,6.912947,14.143787,9.852425,2.405945,13.156733,0,0,13.860459,27.33238,43.772913,16.959059,5.820772,5929058.632276,6195139.47083
"3852",1,0,0,0,0,0,0,0,0,0,0,2,110.707547,65.27884,29.403894,0,0,0,0,0,10.7074,7.640955,26.621414,25.603649,3.061177,6037132.518218,6567274.985842
"3853",1,0,0,0,0,0,0,0,0,0,0,2,119.080399,27.194325,59.453101,0,0,0,0.251161,0,0,0,2.684264,64,5.00604,5349137.402878,5478097.545606
"3854",1,0,0,0,0.822121,0,0,0,0,0,0,1.286378,44.14527,30.277318,58,20.497208,0,0,0.947571,0,16.392761,8.216098,69.889773,590.802087,5,5638417.691413,5513914.727948
"3855",1,0,0,0,0,0,30630.821202,736.925357,0,1.90051,1071.901125,1.712165,99.910751,13.677754,60.741445,0,0,0,0,0,0,0,0,107.137098,6.153618,5406671.025612,5478118.858743
"3856",1,0,0,0,0,0,0,0,0,0,0,1,124,67.426786,51.847714,0,0,0,0,0,0,0,0,57.511175,4,5415741.903139,6038218.030921
"3857",1,0,0,0,0,0,0,0,0,0,0,2,5.041176,9.467901,39.683635,0,0,9.37801,0,0,9.515374,0,20.881363,328.593091,3.960077,5395198.214353,5480147.637658
"3858",0,0,0,0,0,0,0,0,0,0,0,2,124,27,33,0,0,0,0,0,0,4,4,32,1,5528513,6008423
"3859",0,0,0,0,0,0,0,0,0,0,0,2,106,76,26,0,0,8,0,0,4,8,20,64,3,5496516,5370647
"3860",1,0,0,0,0,0,153462.984374,3292.060061,0,13.737956,622.776876,1.553852,109.621465,55.511661,10.769997,2.468836,0.182058,0.428359,0,0,7.385896,0.022656,24.55766,31.538093,6.762593,6283953.00673,6543532.7821
"3861",1,0,0,0,0,0,0,0,0,0,0,1.898814,124,47.98779,55.210211,0,20.871337,3.418913,0,0,1.86391,1.603761,10.375054,47.339285,2.07447,5310690.791659,6271054.571762
"3862",1,0,0,0,0,0,65832.608471,57018.786218,0,6.200441,53273.995832,2,80.986604,56.076142,33.111856,8.615299,0,0,3.653561,0,7.675863,2.603053,9.149125,16,4,5296795.559987,5443516.912854
"3863",0,0,0,0,0,0,0,0,0,0,0,2,124,27,50,0,0,0,0,0,0,0,0,48,2,5435638,5479979
"3864",1,0,0,0,0,0,0,0,0,0,0,2,75.898592,64.922076,49.201036,0,0,1.386233,0,0,1.399272,3.745031,10.310797,319.095827,3.688952,5435536.039624,5480523.093709
"3865",0,0,0,0,0,0,0,0,0,0,0,2,12,28,51,0,0,0,0,0,104,4,108,16,1,6104989,6516426
"3866",1,0,0,0,0,0,2839.295158,1086.385173,0,4.298954,47.990722,1.299598,74.395989,18.753869,1.002052,23.79656,3.337452,7.425192,1.659872,0,0.521304,8.793789,14.088095,16,6.826325,5312625.852589,6121282.173842
"3867",1,0,0,0,0,0,6419.314256,683.897836,0,1.519022,120.826214,1.534244,87.804524,13.742312,15.853064,17.16003,9.485113,42.612505,7.499756,0,7.251168,7.58252,99.270918,16,2.340745,5205493.030137,6204810.402543
"3868",0,0,0,0,0,0,0,0,0,0,0,1,41,7,18,8,40,4,0,0,4,8,64,16,2,6000674,5486509
"3869",0,0,0,0,0,0,0,0,0,0,0,1,120,5,21,0,0,0,0,0,0,0,0,32,1,5379333,5404517
"3870",0,0,0,0,0,0,0,0,0,0,0,1,120,5,31,0,0,8,0,0,8,48,64,16,2,6639379,5378253
"3871",0,0,0,0,0,0,0,0,0,0,0,2,12,28,36,0,0,0,4,0,8,8,20,16,4,5243309,5499432
"3872",0,0,0,0,0,0,0,0,0,0,0,1,42,67,31,0,0,8,0,0,4,24,36,16,4,5921684,6516085
"3873",1,0,0,0,0,0,7869.1077,618.671718,0,1.716784,681.578619,1.23609,1,40.562709,50.770904,0,0,0,3.420594,0,7.937159,0.301838,1.017946,16,5,5721272.208078,5519607.869525
"3874",1,208.103596,5.418972,0,11.475802,2.938427,89912.713094,7835.673832,0,7.734394,4222.78164,2,124,72.703235,57,28.169734,0,2.421117,0,0,0,0,26.705577,29.889593,13.205266,6363498.354461,5958987.560691
"3875",1,0,0,0,0,0,0,0,0,0,0,1,4.298549,67,43.669658,0,0,0,0,0,0,0,0,19.196951,3.965954,5585791.842224,5575540.786682
"3876",1,0,0,0,0,0,157364.581872,7313.615148,0,20.599419,240.710091,1.578964,124,42.825092,46.500193,0,0,0,0,0,0,0,0,78.588686,5.301005,5478142.242044,6048287.41173
"3877",0,0,0,0,0,0,0,0,0,0,0,2,20,7,25,72,0,0,0,0,52,4,128,64,1,5497960,5372890
"3878",1,0,0,0,0,0,0,0,0,0,0,2,13.78032,7.064794,49.979871,0,0,0,0,0,0,0,0,206.140633,4.003496,5436766.365914,5479323.842102
"3879",0,0,0,0,0,0,0,0,0,0,0,2,120,7,37,4,12,4,0,24,0,84,128,16,1,5194888,6207776
"3880",0,0,0,0,0,0,0,0,0,0,0,2,124,27,42,4,8,8,8,0,20,4,52,64,2,5232862,5940756
"3881",0,0,0,0,0,0,0,0,0,0,0,1,106,76,37,0,0,0,0,0,0,0,0,64,1,5336457,6423937
"3882",1,41.5714,2.581262,0,14.546115,8.735597,0,0,0,0,0,2,124,24.465012,52.203116,0,0,0,0,0,0,0,0,31.827159,14.30711,5815310.679654,5982054.57978
"3883",0,0,0,0,0,0,0,0,0,0,0,1,106,7,18,0,0,0,0,0,0,0,0,16,2,5257745,5382616
"3884",1,0,0,0,0,0,4865.138211,146.85225,0,14.91427,136.712927,2,85.396007,27,39.457272,0,0,0,6.063428,0,5.702035,2.876758,6.687576,20.326118,5,5889300.781287,5648883.079717
"3885",1,0,0,0,0,0,0,0,0,0,0,2,124,27,50.201307,1.198553,26.530636,7.123647,5.903935,0,5.109473,4.955478,96.955149,23.307382,4.135149,5712598.682908,5995244.453693
"3886",0,0,0,0,0,0,0,0,0,0,0,2,124,27,46,0,0,0,0,0,0,0,0,64,3,5473242,6437063
"3887",1,172.868514,11.068313,0,15.104943,4.164395,0,0,0,0,0,2,124,24.22512,53.332802,0,0,0,0,0,0,0,0,16.864424,6.012329,5870622.595183,5944944.561589
"3888",0,0,0,0,0,0,0,0,0,0,0,1,61,67,33,0,0,0,0,0,0,0,0,112,6,6353714,5860162
"3889",0,0,0,0,0,0,0,0,0,0,0,1,124,67,46,0,0,4,0,0,8,12,24,16,3,5316075,5317736
"3890",1,0,0,0,0,0,0,0,0,0,0,2,93.804946,57.951003,29.526948,0,0,0,0,0,10.227586,6.358074,21.985311,31.907903,3.30133,6244294.315566,6543840.42015
"3891",1,0,0,0,0,0,0,0,0,0,0,1,124,68.6375,74.409003,0,0,0,0,0,0,0,0,49.035939,4,5409412.632097,6035735.868535
"3892",0,0,0,0,0,0,0,0,0,0,0,2,12,28,37,32,72,0,0,0,0,8,112,576,3,5784224,6523492
"3893",1,0,0,0,0,0,0,0,0,0,0,2,89.084622,36.245591,55.295329,0,0,0,0,0,0,0,0,38.305716,5.367962,5428362.583902,5478454.879968
"3894",1,33.68986,0.316733,0,6.511796,2.676508,5726.094583,773.311504,0,12.643026,53.867242,2,8.043849,30.589625,51.052371,14.174953,83209.240168,0,4.85955,0,8,7.942977,90157.022934,18.904884,4.063136,6304681.687258,5889993.068522
"3895",0,0,0,0,0,0,0,0,0,0,0,2,120,7,26,0,0,16,16,0,16,16,64,64,1,6630002,5377837
"3896",1,0,0,0,0,0,0,0,0,0,0,1,124,67.915296,75.419705,0,0,0,0,0,0,0,0,59.836888,4,5394511.507028,6041684.644894
"3897",0,0,0,0,0,0,1450660,362665,0,4,362665,2,124,27,28,0,0,48,0,0,64,64,176,16,1,6059867,6040771
"3898",0,0,0,0,0,0,0,0,0,0,0,1,106,5,19,0,0,4,4,0,8,16,32,80,3,5369990,5446058
"3899",1,0,0,0,0,0,0,0,0,0,0,1.507413,6.047623,75.106418,44.217885,0,0,1.661561,0,0,0,0,3.486674,16,4.232319,5557139.543408,5510851.000274
"3900",1,0,0,0,0,0,375535.058526,21029.446465,0,6.325512,16273.894632,2,31.082649,27.795244,46.395211,22.872964,94.518386,27.152503,7.594239,0,7.562973,32,78.211582,20.002819,3.233056,5806914.007663,6023137.11791
"3901",1,0,0,0,4.418221,0,0,0,0,0,0,1.811717,37.714036,14.588697,63.689902,1.634026,7.595403,2.998215,3.802991,0,82.593702,7.371722,107.350654,58.274942,6.389409,5452974.79784,5462560.031523
"3902",0,0,0,0,0,0,0,0,0,0,0,1,124,67,27,0,0,4,4,0,8,12,28,128,4,5222261,6001979
"3903",0,0,0,0,0,0,7330048,161290,0,88,83296,1,120,5,15,0,0,16,0,0,4,20,40,112,5,5462268,5880832
"3904",1,0,0,0,0,0,6504.208774,264.836419,0,13.749718,16.765742,1,64.286081,5.460919,3.107501,20.468005,3.496573,46.742113,11.443034,0,0.008265,11.302353,107.364102,27.743297,4,5349652.331608,6105230.070582
"3905",1,0,0,0,0,0,16161.904677,1918.628451,0,8.778595,480.766522,1.037274,124,60.936538,52.728636,0,0,0,0,0,0,0,0,76.726094,8.478318,5345898.512639,5473464.432403
"3906",0,0,0,0,0,0,0,0,0,0,0,2,124,7,52,0,0,0,0,0,4,12,16,16,3,5947907,6526080
"3907",1,0,0,0,0,0,1434.757856,146.600955,0,4.954801,169.028165,1,34.593405,52.809025,11.182156,8.308884,3.276319,2.471377,6.360241,0,2.677907,2.125332,106.081106,24.152628,4,5304446.885161,6066205.482218
"3908",0,0,0,0,0,0,0,0,0,0,0,1,78,6,14,0,0,0,0,0,0,4,4,16,1,6209789,6210075
"3909",0,0,0,0,0,0,1696840,182290,0,24,70701.666667,1,41,76,43,0,0,0,0,0,0,0,0,16,6,5504930,5375184
"3910",0,0,0,0,0,0,0,0,0,0,0,2,120,7,18,0,0,0,0,0,0,0,0,96,1,5407398,5472450
"3911",0,0,0,0,0,0,0,0,0,0,0,1,120,5,0,0,0,4,0,0,0,4,8,16,1,5471107,6420744
"3912",0,0,0,0,0,0,0,0,0,0,0,2,124,23,65,0,0,0,0,0,0,0,0,64,2,5419981,5476129
"3913",1,0,0,0,0.579794,0,10182.048527,179.235376,0,5.736073,225.215178,2,41.710217,27,57.925802,4.730782,0,0,5.032648,0,18.176522,4.764437,41.826289,373.916234,5,6041228.751617,5495795.060396
"3914",1,28.020876,3.253625,0,1.88992,1.125326,184180.724885,19578.723449,0,5.310909,2276.426388,2,12.146224,52.292148,54.915493,27.562444,12414.73103,2.855953,3.805917,0,3.900564,2.628028,56068.037095,64,7.16015,6480151.325489,5930646.472076
"3915",1,0,0,0,0,0,0,0,0,0,0,2,22.930238,19.675285,49.365936,0,0,0,0,0,0,0,0,84.555088,3.2258,5437379.130757,5478731.229792
"3916",1,0,0,0,0,0,156875.38896,10862.038947,0,21.967408,1798.213228,1,122.174531,58.353678,0.856208,14.640551,1.867304,19.407161,10.296795,0,2.018073,8.049943,42.730083,289.801567,4.077663,5307786.897448,6141513.172009
"3917",1,0,0,0,0,0,103961.196155,2434.372674,0,30.883281,1364.477638,1.649708,45.068901,37.292369,20.78225,0.65459,5.314037,1.864533,0,0,15.0387,1.670917,12.835641,20.943109,8.445869,6090788.642005,6526555.758485
"3918",1,0,0,0,0,0,0,0,0,0,0,1.696093,120.614188,28.986929,32.742008,3.898748,0,3.952031,0,0,11.613346,6.742138,26.080391,50.519007,4.012474,5961062.212291,5503631.595189
"3919",1,154.262336,4.723797,0,15.315618,0.378303,151047.774596,4442.811621,0,0.643016,73.785126,2,124,26.972043,57,13.948296,0,1.709429,0,0,0,0,4.377694,35.136025,18.921122,6170364.033484,5922123.646346
"3920",1,0,0,0,0,0,0,0,0,0,0,2,81.344796,29.007065,44.965059,0,0,3.71085,0,0,6.211193,0,32.74167,56.109024,5.919748,5412971.98568,5475859.635615
"3921",0,0,0,0,0,0,0,0,0,0,0,1,88,76,35,0,0,4,0,0,8,4,16,48,2,5463438,5888796
"3922",0,0,0,0,0,0,5408,1256,0,8,676,2,12,1,0,0,0,4,0,0,12,4,20,128,1,5400953,5416602
"3923",1,0,0,0,0,0,0,0,0,0,0,2,59.069406,9.748157,52.07695,0,0,0,0,0,0,0,0,272.951258,3.628074,5426551.950556,5476443.247448
"3924",0,0,0,0,0,0,0,0,0,0,0,2,73,76,25,0,0,0,0,0,0,4,4,352,2,6212598,6212988
"3925",0,0,0,0,0,0,0,0,0,0,0,2,124,27,50,0,0,32,0,0,4,4,40,32,3,5911571,6518042
"3926",1,0,0,0,0,0,0,0,0,0,0,2,54.735811,24.361328,47.005124,0,0,7.399913,2.32875,0,15.865995,0,8.552486,79.185112,5.835807,5350076.882765,5476517.911275
"3927",0,0,0,0,0,0,0,0,0,0,0,2,12,19,54,0,0,0,0,0,0,0,0,16,5,5440267,5480685
"3928",1,0,0,0,0,0,52164.008394,18082.213674,0,13.332243,6841.532387,2,124,61.059867,49.081505,20.698179,0,3.755355,0,0,0,0,33.38387,51.45078,6.82847,6055757.295063,5744781.128697
"3929",0,0,0,0,0,0,0,0,0,0,0,2,120,5,20,0,96,4,0,0,0,12,112,256,1,6213628,6214677
"3930",0,0,0,0,0,0,2038504,253290,0,12,169875.333333,2,124,71,53,16,4,0,0,0,0,16,36,16,2,5943111,6522546
"3931",1,0,0,0,0,0,303870.955158,2611.052221,0,5.74495,22951.111712,2,70.432562,70.719611,51.471897,11.363533,0,0,0.476492,0,3.093977,2.901871,7.731777,25.342923,5.630523,5265654.309383,5435380.463171
"3932",1,0,0,0,0,0,0,0,0,0,0,2,33.507001,27.066934,57.849256,0,0,0,3.309947,0,0,0,1.441381,64,5.536318,5377118.084677,5476746.855997
"3933",0,0,0,0,0,0,0,0,0,0,0,2,106,5,21,0,0,0,0,0,24,0,24,48,1,5408829,5417146
"3934",0,0,0,0,0,0,0,0,0,0,0,1,1,7,24,32,0,0,0,0,0,0,32,16,1,5495826,6218125
"3935",1,100.853507,4.280278,0,14.121662,2.166053,0,0,0,0,0,2,124,23.745742,56.079876,14.029351,49.072739,13.086642,3.473482,0,2.83823,8.343301,197.909151,16.663111,12.060797,5960126.70731,6004230.759142
"3936",1,158.40163,3.428366,0,4.795976,11.638082,0,0,0,0,0,2,124,19.300394,56.940878,10.400174,35.638457,8.249096,10.043664,0,6.720649,6.837224,190.480664,24.586276,14.8273,6089692.774948,5999579.324532
"3937",1,0,0,0,0,0,0,0,0,0,0,2,124,27,50.418375,16.452303,59.263938,31.172276,5.314387,0,1.271744,3.174125,11.342193,22.947161,6.08258,5711262.948635,6003363.217769
"3938",0,0,0,0,0,0,0,0,0,0,0,2,106,5,0,0,0,0,0,0,0,0,0,48,1,5375918,5414897
"3939",0,0,0,0,0,0,315632,19727,0,16,19727,2,94,10,47,0,0,0,0,0,0,8,8,64,3,5807576,6047915
"3940",0,0,0,0,0,0,0,0,0,0,0,2,124,27,61,0,0,12,0,0,16,8,36,128,2,5435938,5480150
"3941",0,0,0,0,0,0,0,0,0,0,0,1,124,68,35,0,0,8,0,0,0,16,24,16,5,6198608,6198914
"3942",0,0,0,0,0,0,0,0,0,0,0,2,124,27,34,0,0,0,0,0,0,0,0,16,3,5395225,5468455
"3943",0,0,0,0,0,0,0,0,0,0,0,2,120,7,22,0,0,8,0,0,0,8,16,16,1,6152784,6153079
"3944",1,0,0,0,0,0,491917.704869,29744.945365,0,101.618584,50301.521579,1.78597,54.690436,24.205888,11.647509,10.587262,3.072334,12.064547,0,0,6.380625,23.433861,74.217465,31.112899,4.802214,6031419.309707,6197313.711432
"3945",0,0,0,0,0,0,0,0,0,0,0,2,124,14,59,16,0,0,4,0,16,8,44,128,3,5279147,6038027
"3946",0,0,0,0,0,0,0,0,0,0,0,2,124,32,61,0,0,8,0,0,24,4,36,64,2,5420943,5476853
"3947",1,0.626734,0.011764,0,1.609279,1.884718,0,0,0,0,0,2,37.177255,27.30829,30.856417,9.764715,37861.028969,0,0.158073,0,3.340003,0.283258,81392.666761,56.828189,3.884616,6403819.980566,5961954.890276
"3948",1,0,0,0,0,0,0,0,0,0,0,1.412663,13.213631,65.439737,47.195436,0,0,0,0,0,0,0,0,97.792798,3.044334,5536329.844854,5579790.329361
"3949",0,0,0,0,0,0,0,0,0,0,0,2,91,5,0,0,0,0,0,0,0,20,20,384,1,6201195,6201713
"3950",0,0,0,0,0,0,0,0,0,0,0,2,73,63,29,4,20,0,0,8,4,16,52,16,1,5863581,6523220
"3951",1,0,0,0,0,0,3329.300898,902.133579,0,12.565012,406.459819,1.266865,55.53415,24.522067,8.064997,2.551111,3.126253,5.75038,11.310284,0,2.410861,0.618057,31.405424,16,5.671733,5365973.583411,5944791.952832
"3952",1,0,0,0,0,0,0,0,0,0,0,2,44.40827,54.111823,49.113275,0,0,2.467456,0,0,0.172722,3.333179,2.06082,388.554909,3.543906,5436984.017464,5480516.162161
"3953",0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,48,2,5278288,5278556
